,货号,通用名,剂型,规格,生产厂家,批准文号,单位
255,67177,美洛昔康片,片剂,7.5mg,浙江仙琚制药股份有限公司,国药准字H20020431,盒
256,67178,双氯芬酸钠肠溶片,片剂(肠溶),25mg,吉林省华港制药有限公司,国药准字H22023088,盒
257,67179,肠胃宁片,片剂,每片0.3g(糖衣片);每片重0.3g(薄膜衣片),河南省新四方制药有限公司,国药准字Z20003348,盒
258,67180,兰索拉唑肠溶片,片剂,15mg,成都倍特药业有限公司,国药准字H20083088,盒
259,67181,盐酸西替利嗪片,片剂,每片含盐酸西替利嗪10mg,苏州中化药品工业有限公司,国药准字H20030447,盒
260,67182,通窍鼻炎片,片剂(糖衣),每基片重0.3g,四平市吉特药业有限公司,国药准字Z20064123,盒
261,67183,格列齐特缓释片,片剂,30mg,山东鲁抗医药集团赛特有限责任公司,国药准字H20083477,盒
262,67184,非洛地平片,片剂,5mg,济南利民制药有限责任公司,国药准字H20083729,盒
263,67185,诺氟沙星胶囊,胶囊剂,0.1g*20粒,吉林敖东集团大连药业股份有限公司,国药准字H21021278,盒
264,67186,六味地黄胶囊,胶囊剂,每粒装0.5g,贵州益康制药有限公司,国药准字Z52020062,盒
265,67187,盐酸氟桂利嗪胶囊,胶囊剂,5mg(以C26H26F2N2计),赤峰万泽药业股份有限公司,国药准字H15021331,盒
266,67188,补肾强身胶囊,胶囊剂,每粒装0.3g,贵州省科晖制药厂,国药准字Z52020395,盒
267,67189,替米沙坦胶囊,胶囊剂,40mg,河北爱尔海泰制药有限公司,国药准字H20051305,盒
268,67190,布洛芬缓释胶囊,胶囊剂,0.3g,吉林省力胜制药有限公司,国药准字H22026083,盒
269,67191,人工牛黄甲硝唑胶囊,胶囊剂,"甲硝唑0.2g,人工牛黄5mg",吉林省华侨药业集团有限公司,国药准字H22024258,盒
270,67192,根痛平胶囊,胶囊剂,每粒装0.4g,临江市宏大药业有限公司,国药准字Z20060182,盒
271,67193,田七痛经胶囊,胶囊剂,每粒装0.4g,广州诺金制药有限公司,国药准字Z44022522,盒
272,67194,复方石韦胶囊,胶囊剂,每粒装0.5g,陕西东泰制药有限公司,国药准字Z20050138,盒
273,67195,伤痛宁胶囊,胶囊剂,每粒装0.3g,黑龙江省济仁药业有限公司,国药准字Z20090292,盒
274,67196,二丁颗粒,颗粒剂,每袋装20g,四川古蔺肝苏药业有限公司,国药准字Z19993153,盒
275,67197,牡蛎碳酸钙颗粒,颗粒剂,5g:50mg(按Ca计),成都倍特药业有限公司,国药准字H32025913,盒
276,67198,人参归脾丸,丸剂(大蜜丸),每丸重9g,山西华康药业股份有限公司,国药准字Z14020354,盒
277,67199,夏桑菊颗粒,颗粒剂,每袋装10g,广西仁德千福制药有限公司,国药准字Z45021127,袋
278,67200,清热祛湿颗粒,颗粒剂,每袋装10g,广东众生药业股份有限公司,国药准字Z44023763,盒
279,67201,固肾生发丸,丸剂(浓缩水蜜丸),每10粒约重2.5g,山西华康药业股份有限公司,国药准字Z20013053,盒
280,67202,肾石通颗粒,颗粒剂,每袋装15g,江西南昌桑海制药厂,国药准字Z36020546,盒
281,67203,肾宝糖浆,糖浆剂,10ml/支;150ml/瓶;200ml/瓶,江西南昌制药有限公司,国药准字Z36020604,盒
282,67204,益气养血口服液,合剂,每支装10ml;每支装15毫升,吉林玉仁制药股份有限公司,国药准字Z22021196,盒
283,67205,盐酸羟甲唑啉滴鼻液,滴鼻剂,10ml:5mg,黑龙江天辰药业有限公司,国药准字H20083290,盒
284,67206,葡萄糖酸锌口服溶液,口服溶液剂,10ml:35mg,湖北纽兰药业有限公司,国药准字H20065564,盒
285,67207,非洛地平缓释片,片剂,5mg,山西康宝生物制品股份有限公司,国药准字H10960179,盒
286,67208,风油精,搽剂,每瓶装3ml,广东南国药业有限公司,国药准字Z44021278,瓶
287,67209,清凉油,软膏剂,每盒装3g,南通薄荷厂有限公司,国药准字Z32020839,盒
288,67210,杜仲平压片,片剂,每片重0.6g,湖南安邦制药有限公司,国药准字Z20063514,盒
289,67211,消炎利胆片,片剂,"(1)薄膜衣小片(0.26g,相当于饮片2.6g)  (2)薄膜衣大片(0.52g,相当于饮片5.2g)  (3)糖衣片",吉林省长恒药业有限公司,国药准字Z22026306,瓶
290,67212,藿香清胃片,片剂（糖衣、薄膜衣）,糖衣片:----;薄膜衣片:每片重0.31g。,吉林省俊宏药业有限公司,国药准字Z22022704,盒
291,67213,骨刺片,片剂,36片,吉林省天泰药业股份有限公司,国药准字Z22025526,盒
292,67214,盐酸二甲双胍缓释片,片剂,0.5g,山东齐都药业有限公司,国药准字H20050374,盒
293,67215,橘红颗粒,颗粒剂,每袋装11g,甘肃亚兰药业有限公司,国药准字Z62021001,盒
294,67216,舒筋活血片,片剂,每片重0.3克*24片,洛阳天生药业有限责任公司,国药准字Z41020557,盒
295,67217,奥硝唑片,片剂,0.25g、0.5g,山东鲁抗医药集团赛特有限责任公司,国药准字H20133070,盒
296,67218,大山楂丸,丸剂,每丸重9克,三门峡广宇生物制药有限公司,国药准字Z41022352,盒
297,67219,银杏叶片,片剂,"(1)每片含总黄酮醇苷9.6mg,萜类内酯2.4mg;(2)每片含总黄酮醇苷19.2mg,萜类内酯4.8mg",桂林红会药业有限公司,国药准字Z20027941,盒
298,67220,盐酸氨溴索口服溶液,口服溶液剂,5ml:15mg,哈尔滨仁皇药业有限公司,国药准字H20067008,盒
299,67221,盐酸左氧氟沙星胶囊,胶囊剂,0.1g*30颗,山西云中制药有限责任公司,国药准字H20064563,盒
300,67222,银黄颗粒,颗粒剂,每袋装4g,广州嘉禾制药有限公司,国药准字Z44022042,盒
301,67223,强力枇杷露,糖浆剂,每瓶装150 毫升;每支装15 毫升,江西南昌济生制药厂,国药准字Z36020365,瓶
302,67224,肾石通颗粒,颗粒剂,每袋装15g,江西中兴汉方药业有限公司,国药准字Z36020506,盒
303,67225,三黄片,片剂(薄膜衣),24片,重庆格瑞林药业有限公司,国药准字Z20043728,盒
304,67226,格列吡嗪片,片剂,5mg,山西津华晖星制药有限公司,国药准字H20056935,盒
305,67227,小儿止咳糖浆,糖浆剂,每支装10毫升；每瓶装80毫升,江西南昌桑海制药厂,国药准字Z36021630,盒
306,67228,晕车贴,,6贴,湖南千金医药股份有限公司,,盒
307,67229,头孢克肟胶囊,胶囊剂,100mg,哈尔滨三三药业有限公司,国药准字H20040323,盒
308,67230,四季感冒片,片剂,每片重0.36g,大同大源药业有限责任公司,国药准字Z20063866,盒
309,67231,风油精,搽剂,6ml,广东恒健制药有限公司,国药准字Z44023476,盒
310,67232,咽炎片,片剂(糖衣),每片重0.25g,吉林白山正茂药业股份有限公司,国药准字Z22024267,盒
311,67233,盐酸西替利嗪片,片剂,10mg,山西太原药业有限公司,国药准字H20000051,盒
312,67234,格列齐特缓释片,缓释制剂,30mg,浙江康德药业集团股份有限公司,国药准字H20093374,盒
313,67235,益母草颗粒,颗粒剂,每袋装15g,甘肃亚兰药业有限公司,国药准字Z62020159,盒
314,67236,复方氨酚烷胺片,片剂,复方,吉林显锋科技制药有限公司,国药准字H22025532,盒
315,67237,穿心莲片,片剂,每片含穿心莲干浸膏0.105克,三门峡广宇生物制药有限公司,国药准字Z41021025,盒
316,67238,对乙酰氨基酚片,片剂,0.5g,山西国润制药有限公司,国药准字H14020654,盒
317,67239,铝碳酸镁咀嚼片,片剂,0.5g,安丘市鲁安药业有限责任公司,国药准字H10950011,盒
318,67240,脑心舒口服液,合剂,每支装10ml,湖北金龙福药业有限公司,国药准字Z42020579,盒
319,67241,通脉颗粒,颗粒剂,每袋装10g,甘肃亚兰药业有限公司,国药准字Z62020154,盒
320,67242,晕车专用型,,4贴,湖北惠真源药械有限公司,鄂鄂州械备20160006号,盒
321,67243,肩周炎贴,外用,6贴,湖南千金医药股份有限公司,,盒
322,67244,颈椎病贴,膏剂,6贴,湖南千金医药股份有限公司,皖械备20170027,盒
323,67245,腰椎间盘贴,外用,6贴,湖南千金医药股份有限公司,,盒
324,67246,医用退热贴,外用,3片装,湖北惠真源药械有限公司,,盒
325,67247,万通筋骨贴,外用,6贴,湖南千金医药股份有限公司,械备2017008号,盒
326,67248,康复新液,合剂,50ml;100ml,昆明赛诺制药有限公司,国药准字Z53020054,瓶
327,67249,雷贝拉唑钠肠溶片,片剂,10mg,山东新华制药股份有限公司,国药准字H20080683,盒
328,67250,复方氨酚烷胺胶囊,胶囊剂,复方,湖南迪博制药有限公司,国药准字H43020596,盒
329,67251,小儿氨酚黄那敏颗粒,颗粒剂,"对乙酰氨基酚0.125克,人工牛黄5毫克,马来酸氯苯那敏0.5毫克",湖南迪博制药有限公司,国药准字H43021764,盒
330,67252,正天丸,丸剂(水丸),每袋装6g,华润三九医药股份有限公司,国药准字Z44020711,盒
331,67253,消食健胃片,片剂,0.5g/片；1g/片,洛阳君山制药有限公司,国药准字Z19994009,盒
332,67254,健胃消食片(儿童）,片剂,每片重0.5克,洛阳天生药业有限责任公司,国药准字Z20054200,盒
333,67255,板蓝根颗粒,颗粒剂,每袋装5克(相当于饮片7克);每袋装10克(相当于饮片14克),江西南昌济生制药厂,国药准字Z36021382,包
334,67256,安乃近片,片剂,0.5g,远大医药（中国）有限公司,国药准字H42021303,瓶
335,67257,洛索洛芬钠片,片剂,60mg,辽宁天医生物制药股份有限公司,国药准字H20041923,盒
336,67258,参梅养胃颗粒,颗粒剂,每袋装16g,吉林省康福药业有限公司,国药准字Z22025337,盒
337,67259,枸橼酸莫沙必利片,片剂,5mg,亚宝药业集团股份有限公司,国药准字H20090158,盒
338,67260,人工牛黄甲硝唑胶囊,胶囊剂,"每粒含甲硝唑0.2g,人工牛黄5mg",重庆迪康长江制药有限公司,国药准字H50021645,盒
339,67261,缬沙坦胶囊,胶囊剂,80mg,北京诺华制药有限公司,国药准字H20040217,盒
340,67262,复方酮康唑软膏,软膏剂,1g:酮康唑10mg与丙酸氯倍他索0.5mg,浙江鼎泰药业有限公司,国药准字H20083264,盒
341,67263,醋酸泼尼松片,片剂,5mg,华中药业股份有限公司,国药准字H42021526,瓶
342,67264,鼻渊丸,丸剂(浓缩丸),每10丸重2g,武汉太福制药有限公司,国药准字Z42021862,
343,67265,维酶素片,片剂,0.2g,洛阳伊龙药业有限公司,国药准字H41024769,瓶
344,67266,益脉康片,片剂,糖浆剂,湖南湘雅制药有限公司,国药准字Z20010081,盒
345,67267,吡拉西坦片,片剂,0.4g*100,华中药业股份有限公司,国药准字H42020389,瓶
346,67268,华法林钠片,片剂（糖衣、薄膜衣）,2.5mg,上海信谊药厂有限公司,国药准字H31022123,瓶
347,67269,氨基比林咖啡因片,片剂,"氨基比林0.15g,咖啡因40mg",吉林省银河制药有限公司,国药准字H22024859,瓶
348,67271,卡马西平片,片剂,0.1g,上海新黄河制药有限公司,国药准字H31020306,瓶
349,67272,曲克芦丁片,片剂(糖衣片、薄膜衣片),60mg,成都市湔江制药厂,国药准字H20056218,瓶
350,67273,开塞露(含甘油),灌肠剂,20ml,四川绵阳一康制药有限公司,国药准字H51021642,盒
351,67274,黄芪精,合剂,每支装10ml,扬子江药业集团有限公司,国药准字Z32020370,盒
352,67275,复方甘草酸苷片,片剂,每片含甘草酸苷25mg(相当于甘草酸单铵盐25.52mg)、甘氨酸25mg、甲硫氨酸25mg,北京凯因科技股份有限公司,国药准字H20083001,盒
353,67276,头风痛丸,丸剂(水丸),9袋,吉林省康福药业有限公司,国药准字Z22023152,盒
354,67277,阿德福韦酯片,片剂,10mg,悦康药业集团有限公司,国药准字H20110088,瓶
355,67278,金匮肾气丸,丸剂(大蜜丸),每丸重6g,药都制药集团股份有限公司,国药准字Z13021066,盒
356,67279,盐酸苯海索片,片剂,2mg,山东健康药业有限公司,国药准字H37022726,瓶
357,67280,脑得生片,片剂,36片,景忠山国药（唐山）有限公司,国药准字Z13021262,盒
358,67281,沉香化气丸,丸剂(水丸),每袋装6g,陕西汉王药业有限公司,国药准字Z61021244,盒
359,67282,芦丁片,片剂,20mg,山西云鹏制药有限公司,国药准字H14020783,瓶
360,67283,地高辛片,片剂,0.25mg,上海信谊药厂有限公司,国药准字H31020678,盒
361,67284,红霉素眼膏,眼膏剂,0.5%,辰欣药业股份有限公司,国药准字H37022025,盒
362,67285,伤湿止痛膏,橡胶膏剂,5片,湖南杏林春药业有限公司,国药准字Z43020871,盒
363,67286,葡萄糖酸钙锌口服溶液,口服溶液剂,10ml*20,湖北午时药业股份有限公司,国药准字H20059419,盒
364,67287,舒肝和胃丸,丸剂(水蜜丸),每瓶装48g;每袋装9g,内蒙古天奇中蒙制药股份有限公司,国药准字Z15020255,盒
365,67288,八珍益母丸,丸剂(水蜜丸),每袋装6g；每瓶装48g,内蒙古天奇中蒙制药股份有限公司,国药准字Z15020312,盒
366,67289,栀子金花丸,丸剂(水丸),每袋装9g,内蒙古天奇中蒙制药股份有限公司,国药准字Z15020258,盒
367,67290,逍遥丸,丸剂(水丸),每袋装6g,内蒙古天奇中蒙制药股份有限公司,国药准字Z15021355,盒
368,67291,复方土槿皮酊,酊剂,每瓶装15ml(每1ml的总酸量为187.5mg),上海运佳黄浦制药有限公司,国药准字Z31020050,盒
369,67292,舒筋丸,丸剂(大蜜丸),每丸重3g,黑龙江参鸽药业有限公司,国药准字Z23021706,盒
370,67293,偏瘫复原丸,丸剂(水蜜丸),每24丸重4.5g,吉林省俊宏药业有限公司,国药准字Z20054270,盒
371,67294,开胸顺气丸,丸剂,每袋装12克,河南省百泉制药有限公司,国药准字Z41021752,盒
372,67295,复方丹参片,片剂,(1)薄膜衣小片 每片重0.32g(相当于饮片0.6g)  (2)薄膜衣大片 每片重0.8g(相当于饮片1.8g)  (,吉林省长恒药业有限公司,国药准字Z22025234,盒
373,67296,血府逐瘀片,片剂,每片重0.42g,陕西海天制药有限公司,国药准字Z20060083,盒
374,67297,六神丸,丸剂,每1000粒重3.125g,上海雷允上药业有限公司,国药准字Z20020069,盒
375,67298,明目蒺藜丸,丸剂(水丸),每20粒重1g,吉林省辉南三和制药有限公司,国药准字Z22020709,盒
376,67299,龙虎人丹,丸剂(糊丸),每丸重0.04g,上海中华药业有限公司,国药准字Z20025168,盒
377,67300,大活络丸,丸剂(大蜜丸),每丸重3.5g,葫芦岛国帝药业有限责任公司,国药准字Z21020336,盒
378,67301,脑络通胶囊,胶囊剂,"每粒装0.5g(含盐酸托哌酮50mg,甲基橙皮苷10mg,维生素B6 2mg)",广东云方制药有限公司,国药准字Z20063147,盒
379,67302,胃康灵胶囊,胶囊剂,每粒装0.4g,四平市吉特药业有限公司,国药准字Z20063025,盒
380,67303,咳特灵胶囊,胶囊剂(硬胶囊),10粒*2板,四川康福来药业集团有限公司,国药准字Z51020821,瓶
381,67304,感冒清片,片剂,每素片重0.22g(含对乙酰氨基酚12mg)。,广西金页制药有限公司,国药准字Z45022317,盒
382,67305,蛇胆川贝液,糖浆剂,每支10ml,湖北济安堂药业有限公司,国药准字Z42020095,盒
383,67306,野木瓜片,片剂,每片含野木瓜干浸膏0.4g,广东和平药业有限公司,国药准字Z44021242,盒
384,67307,复方酮康唑发用洗剂,洗剂,复方,浙江鼎泰药业有限公司,国药准字H20083255,盒
385,67308,柳氮磺吡啶栓,栓剂,0.5g,江苏远恒药业有限公司,国药准字H20056668,盒
386,67309,氟哌噻吨美利曲辛片(德国产）,片剂,20片,H.Lundbeck A/S,进口药品注册证号H20171104,
387,67310,金钱草颗粒,颗粒剂,每袋装10g,重庆和平制药有限公司,国药准字Z20027657,袋
388,67311,氟康唑片,片剂,50mg,遂成药业股份有限公司,国药准字H20000261,盒
389,67312,舒极妇科康乃馨凝胶,,3g*5支,三明市浦家南洋生物科技有限公司,闽卫消证字2010第021号,盒
390,67313,卡托普利片,片剂,25mg*100片,华中药业股份有限公司,国药准字H42020384,瓶
391,67314,富马酸比索洛尔片,片剂,2.5mg,成都苑东生物制药股份有限公司,国药准字H20083007,盒
392,67315,肾上腺色腙片,片剂,1mg,上海金不换兰考制药有限公司,国药准字H41023579,瓶
393,67316,复方吡拉西坦脑蛋白水解物片,片剂(薄膜衣),复方,辽宁天龙药业有限公司,国药准字H21023095,盒
394,67317,地巴唑片,片剂,10mg,山西云鹏制药有限公司,国药准字H14023929,瓶
395,67318,西沙必利片,片剂,5mg,浙江昂利康制药股份有限公司,国药准字H20041577,盒
396,67319,骨肽片,片剂,每片含多肽类物质不低于40mg,安徽宏业药业有限公司,国药准字H20055876,盒
397,67320,辛伐他汀片,片剂(薄膜衣),10mg,山东方明药业集团股份有限公司,国药准字H20063146,盒
398,67321,恩替卡韦分散片,片剂,0.5mg,海南中和药业有限公司,国药准字H20100064,盒
399,67322,茴三硫片,片剂,25mg,成都国嘉联合制药有限公司,国药准字H51023461,盒
400,67323,富马酸比索洛尔片,片剂,5mg,北京华素制药股份有限公司,国药准字H10970082,袋
401,67324,依巴斯汀片,片剂,10mg,江苏联环药业股份有限公司,国药准字H20040119,盒
